pokedex_number,name,japanese_name,classfication,type1,type2,height_m,weight_kg,percentage_male,hp,speed,attack,sp_attack,defense,sp_defense,generation,is_legendary,base_egg_steps,experience_growth,capture_rate,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_happiness,base_total,abilities
398,Staraptor,Mukuhawkムクホーク,Predator Pokémon,normal,flying,1.2,24.9,50,85,100,120,50,70,60,4,0,3840,1059860,45,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,485,"['Intimidate', 'Reckless']"
399,Bidoof,Bippaビッパ,Plump Mouse Pokémon,normal,,0.5,20,50,59,31,45,35,40,40,4,0,3840,1000000,255,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,250,"['Simple', 'Unaware', 'Moody']"
400,Bibarel,Beadaruビーダル,Beaver Pokémon,normal,water,1,31.5,50,79,71,85,55,60,60,4,0,3840,1000000,127,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,70,410,"['Simple', 'Unaware', 'Moody']"
401,Kricketot,Korobohshiコロボーシ,Cricket Pokémon,bug,,0.3,2.2,50,37,25,25,25,41,41,4,0,3840,1059860,255,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,194,"['Shed Skin', 'Run Away']"
402,Kricketune,Korotockコロトック,Cricket Pokémon,bug,,1,25.5,50,77,65,85,55,51,51,4,0,3840,1059860,45,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,384,"['Swarm', 'Technician']"
403,Shinx,Kolinkコリンク,Flash Pokémon,electric,,0.5,9.5,50,45,45,65,40,34,34,4,0,5120,1059860,235,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,263,"['Rivalry', 'Intimidate', 'Guts']"
404,Luxio,Luxioルクシオ,Spark Pokémon,electric,,0.9,30.5,50,60,60,85,60,49,49,4,0,5120,1059860,120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,363,"['Rivalry', 'Intimidate', 'Guts']"
405,Luxray,Rentorarレントラー,Gleam Eyes Pokémon,electric,,1.4,42,50,80,70,120,95,79,79,4,0,5120,1059860,45,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,523,"['Rivalry', 'Intimidate', 'Guts']"
406,Budew,Subomieスボミー,Bud Pokémon,grass,poison,0.2,1.2,50,40,55,30,50,35,70,4,0,5120,1059860,255,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,280,"['Natural Cure', 'Poison Point', 'Leaf Guard']"
407,Roserade,Roseradeロズレイド,Bouquet Pokémon,grass,poison,0.9,14.5,50,60,90,70,125,65,105,4,0,5120,1059860,75,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,70,515,"['Natural Cure', 'Poison Point', 'Technician']"
408,Cranidos,Zugaidosズガイドス,Head Butt Pokémon,rock,,0.9,31.5,88.1,67,58,125,30,40,30,4,0,7680,600000,45,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,350,"['Mold Breaker', 'Sheer Force']"
409,Rampardos,Rampaldラムパルド,Head Butt Pokémon,rock,,1.6,102.5,88.1,97,58,165,65,60,50,4,0,7680,600000,45,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,495,"['Mold Breaker', 'Sheer Force']"
410,Shieldon,Tatetopsタテトプス,Shield Pokémon,rock,steel,0.5,57,88.1,30,30,42,42,118,88,4,0,7680,600000,45,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,350,"['Sturdy', 'Soundproof']"
411,Bastiodon,Toridepsトリデプス,Shield Pokémon,rock,steel,1.3,149.5,88.1,60,30,52,47,168,138,4,0,7680,600000,45,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,495,"['Sturdy', 'Soundproof']"
412,Burmy,Minomucchiミノムッチ,Bagworm Pokémon,bug,,0.2,3.4,50,40,36,29,29,45,45,4,0,3840,1000000,120,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,70,224,"['Shed Skin', 'Overcoat']"
413,Wormadam,Minomadam (kusaki No Mino)ミノマダム,Bagworm Pokémon,bug,grass,0.5,6.5,0,60,36,69,69,95,95,4,0,3840,1000000,45,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,70,424,"['Anticipation', 'Overcoat']"
414,Mothim,Gamaleガーメイル,Moth Pokémon,bug,flying,0.9,23.3,100,70,66,94,94,50,50,4,0,3840,1000000,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,424,"['Swarm', 'Tinted Lens']"
415,Combee,Mitsuhoneyミツハニー,Tiny Bee Pokémon,bug,flying,0.3,5.5,88.1,30,70,30,30,42,42,4,0,3840,1059860,120,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,244,"['Honey Gather', 'Hustle']"
416,Vespiquen,Beequenビークイン,Beehive Pokémon,bug,flying,1.2,38.5,0,70,40,80,80,102,102,4,0,3840,1059860,45,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,474,"['Pressure', 'Unnerve']"
417,Pachirisu,Pachirisuパチリス,EleSquirrel Pokémon,electric,,0.4,3.9,50,60,95,45,45,70,90,4,0,2560,1000000,200,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,405,"['Run Away', 'Pickup', 'Volt Absorb']"
418,Buizel,Buoyselブイゼル,Sea Weasel Pokémon,water,,0.7,29.5,50,55,85,65,60,35,30,4,0,5120,1000000,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,330,"['Swift Swim', 'Water Veil']"
419,Floatzel,Floazelフローゼル,Sea Weasel Pokémon,water,,1.1,33.5,50,85,115,105,85,55,50,4,0,5120,1000000,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,495,"['Swift Swim', 'Water Veil']"
420,Cherubi,Cherinboチェリンボ,Cherry Pokémon,grass,,0.4,3.3,50,45,35,35,62,45,53,4,0,5120,1000000,190,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,275,['Chlorophyll']
421,Cherrim,Cherrimチェリム,Blossom Pokémon,grass,,0.5,9.3,50,70,85,60,87,70,78,4,0,5120,1000000,75,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,450,['Flower Gift']
422,Shellos,Karanakushiカラナクシ,Sea Slug Pokémon,water,,0.3,6.3,50,76,34,48,57,48,62,4,0,5120,1000000,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,325,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
423,Gastrodon,Tritodonトリトドン,Sea Slug Pokémon,water,ground,0.9,29.9,50,111,39,83,92,68,82,4,0,5120,1000000,75,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,70,475,"['Sticky Hold', 'Storm Drain', 'Sand Force']"
424,Ambipom,Etebothエテボース,Long Tail Pokémon,normal,,1.2,20.3,50,75,115,100,60,66,66,4,0,5120,800000,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,482,"['Technician', 'Pickup', 'Skill Link']"
425,Drifloon,Fuwanteフワンテ,Balloon Pokémon,ghost,flying,0.4,1.2,50,90,70,50,60,34,44,4,0,7680,1640000,125,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,70,348,"['Aftermath', 'Unburden', 'Flare Boost']"
426,Drifblim,Fuwarideフワライド,Blimp Pokémon,ghost,flying,1.2,15,50,150,80,80,90,44,54,4,0,7680,1640000,60,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,70,498,"['Aftermath', 'Unburden', 'Flare Boost']"
427,Buneary,Mimirolミミロル,Rabbit Pokémon,normal,,0.4,5.5,50,55,85,66,44,44,56,4,0,5120,1000000,190,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,350,"['Run Away', 'Klutz', 'Limber']"
428,Lopunny,Mimilopミミロップ,Rabbit Pokémon,normal,,1.2,33.3,50,65,135,136,54,94,96,4,0,5120,1000000,60,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,140,580,"['Cute Charm', 'Klutz', 'Limber']"
429,Mismagius,Mumargiムウマージ,Magical Pokémon,ghost,,0.9,4.4,50,60,105,60,105,60,105,4,0,6400,800000,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,35,495,['Levitate']
430,Honchkrow,Dongkarasuドンカラス,Big Boss Pokémon,dark,flying,0.9,27.3,50,100,71,125,105,52,52,4,0,5120,1059860,30,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,35,505,"['Insomnia', 'Super Luck', 'Moxie']"
431,Glameow,Nyarmarニャルマー,Catty Pokémon,normal,,0.5,3.9,24.6,49,85,55,42,42,37,4,0,5120,800000,190,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,310,"['Limber', 'Own Tempo', 'Keen Eye']"
432,Purugly,Bunyattoブニャット,Tiger Cat Pokémon,normal,,1,43.8,24.6,71,112,82,64,64,59,4,0,5120,800000,75,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,452,"['Thick Fat', 'Own Tempo', 'Defiant']"
433,Chingling,Lisyanリーシャン,Bell Pokémon,psychic,,0.2,0.6,50,45,45,30,65,50,50,4,0,6400,800000,120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,70,285,['Levitate']
434,Stunky,Skunpuuスカンプー,Skunk Pokémon,poison,dark,0.4,19.2,50,63,74,63,41,47,41,4,0,5120,1000000,225,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,70,329,"['Stench', 'Aftermath', 'Keen Eye']"
435,Skuntank,Skutankスカタンク,Skunk Pokémon,poison,dark,1,38,50,103,84,93,71,67,61,4,0,5120,1000000,60,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,70,479,"['Stench', 'Aftermath', 'Keen Eye']"
436,Bronzor,Dohmirrorドーミラー,Bronze Pokémon,steel,psychic,0.5,60.5,,57,23,24,24,86,86,4,0,5120,1000000,255,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,70,300,"['Levitate', 'Heatproof', 'Heavy Metal']"
437,Bronzong,Dohtakunドータクン,Bronze Bell Pokémon,steel,psychic,1.3,187,,67,33,89,79,116,116,4,0,5120,1000000,90,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,70,500,"['Levitate', 'Heatproof', 'Heavy Metal']"
438,Bonsly,Usohachiウソハチ,Bonsai Pokémon,rock,,0.5,15,50,50,10,80,10,95,45,4,0,5120,1000000,255,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,290,"['Sturdy', 'Rock Head', 'Rattled']"
439,Mime Jr.,Maneneマネネ,Mime Pokémon,psychic,fairy,0.6,13,50,20,60,25,70,45,90,4,0,6400,1000000,145,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,70,310,"['Soundproof', 'Filter', 'Technician']"
440,Happiny,Pinpukuピンプク,Playhouse Pokémon,normal,,0.6,24.4,0,100,30,5,15,5,65,4,0,10240,800000,130,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,140,220,"['Natural Cure', 'Serene Grace', 'Friend Guard']"
441,Chatot,Perapペラップ,Music Note Pokémon,normal,flying,0.5,1.9,50,76,91,65,92,45,42,4,0,5120,1059860,30,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,35,411,"['Keen Eye', 'Tangled Feet', 'Big Pecks']"
442,Spiritomb,Mikarugeミカルゲ,Forbidden Pokémon,ghost,dark,1,108,50,50,35,92,92,108,108,4,0,7680,1000000,100,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,70,485,"['Pressure', 'Infiltrator']"
443,Gible,Fukamaruフカマル,Land Shark Pokémon,dragon,ground,0.7,20.5,50,58,42,70,40,45,45,4,0,10240,1250000,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,300,"['Sand Veil', 'Rough Skin']"
444,Gabite,Gabiteガバイト,Cave Pokémon,dragon,ground,1.4,56,50,68,82,90,50,65,55,4,0,10240,1250000,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,410,"['Sand Veil', 'Rough Skin']"
445,Garchomp,Gaburiasガブリアス,Mach Pokémon,dragon,ground,1.9,95,50,108,92,170,120,115,95,4,0,10240,1250000,45,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,70,700,"['Sand Veil', 'Rough Skin']"
446,Munchlax,Gonbeゴンベ,Big Eater Pokémon,normal,,0.6,105,88.1,135,5,85,40,40,85,4,0,10240,1250000,50,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,390,"['Pickup', 'Thick Fat', 'Gluttony']"
447,Riolu,Rioluリオル,Emanation Pokémon,fighting,,0.7,20.2,88.1,40,60,70,35,40,40,4,0,6400,1059860,75,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,70,285,"['Steadfast', 'Inner Focus', 'Prankster']"
448,Lucario,Lucarioルカリオ,Aura Pokémon,fighting,steel,1.2,54,88.1,70,112,145,140,88,70,4,0,6400,1059860,45,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,70,625,"['Steadfast', 'Inner Focus', 'Justified']"
449,Hippopotas,Hippopotasヒポポタス,Hippo Pokémon,ground,,0.8,49.5,50,68,32,72,38,78,42,4,0,7680,1250000,140,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,330,"['Sand Stream', 'Sand Force']"
450,Hippowdon,Kabaldonカバルドン,Heavyweight Pokémon,ground,,2,300,50,108,47,112,68,118,72,4,0,7680,1250000,60,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,70,525,"['Sand Stream', 'Sand Force']"
451,Skorupi,Scorupiスコルピ,Scorpion Pokémon,poison,bug,0.8,12,50,40,65,50,30,90,55,4,0,5120,1250000,120,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,70,330,"['Battle Armor', 'Sniper', 'Keen Eye']"
452,Drapion,Dorapionドラピオン,Ogre Scorp Pokémon,poison,dark,1.3,61.5,50,70,95,90,60,110,75,4,0,5120,1250000,45,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,70,500,"['Battle Armor', 'Sniper', 'Keen Eye']"
453,Croagunk,Gureggruグレッグル,Toxic Mouth Pokémon,poison,fighting,0.7,23,50,48,50,61,61,40,40,4,0,2560,1000000,140,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,100,300,"['Anticipation', 'Dry Skin', 'Poison Touch']"
454,Toxicroak,Dokurogドクロッグ,Toxic Mouth Pokémon,poison,fighting,1.3,44.4,50,83,85,106,86,65,65,4,0,5120,1000000,75,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,70,490,"['Anticipation', 'Dry Skin', 'Poison Touch']"
455,Carnivine,Muskippaマスキッパ,Bug Catcher Pokémon,grass,,1.4,27,50,74,46,100,90,72,72,4,0,6400,1250000,200,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,454,['Levitate']
456,Finneon,Keikouoケイコウオ,Wing Fish Pokémon,water,,0.4,7,50,49,66,49,49,56,61,4,0,5120,600000,190,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,330,"['Swift Swim', 'Storm Drain', 'Water Veil']"
457,Lumineon,Neolantネオラント,Neon Pokémon,water,,1.2,24,50,69,91,69,69,76,86,4,0,5120,600000,75,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,460,"['Swift Swim', 'Storm Drain', 'Water Veil']"
458,Mantyke,Tamantaタマンタ,Kite Pokémon,water,flying,1,65,50,45,50,20,60,50,120,4,0,6400,1250000,25,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,70,345,"['Swift Swim', 'Water Absorb', 'Water Veil']"
459,Snover,Yukikaburiユキカブリ,Frosted Tree Pokémon,grass,ice,1,50.5,50,60,40,62,62,50,60,4,0,5120,1250000,120,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,70,334,"['Snow Warning', 'Soundproof']"
460,Abomasnow,Yukinoohユキノオー,Frosted Tree Pokémon,grass,ice,2.2,135.5,50,90,30,132,132,105,105,4,0,5120,1250000,60,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,70,594,"['Snow Warning', 'Soundproof']"
461,Weavile,Manyulaマニューラ,Sharp Claw Pokémon,dark,ice,1.1,34,50,70,125,120,45,65,85,4,0,5120,1059860,45,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,35,510,"['Pressure', 'Pickpocket']"
462,Magnezone,Jibacoilジバコイル,Magnet Area Pokémon,electric,steel,1.2,180,,70,60,70,130,115,90,4,0,5120,1000000,30,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,535,"['Magnet Pull', 'Sturdy', 'Analytic']"
463,Lickilicky,Berobeltベロベルト,Licking Pokémon,normal,,1.7,140,50,110,50,85,80,95,95,4,0,5120,1000000,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,515,"['Own Tempo', 'Oblivious', 'Cloud Nine']"
464,Rhyperior,Dosidonドサイドン,Drill Pokémon,ground,rock,2.4,282.8,50,115,40,140,55,130,55,4,0,5120,1250000,30,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,70,535,"['Lightningrod', 'Solid Rock', 'Reckless']"
465,Tangrowth,Mojumboモジャンボ,Vine Pokémon,grass,,2,128.6,50,100,50,100,110,125,50,4,0,5120,1000000,30,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,535,"['Chlorophyll', 'Leaf Guard', 'Regenerator']"
466,Electivire,Elekibleエレキブル,Thunderbolt Pokémon,electric,,1.8,138.6,75.4,75,95,123,95,67,85,4,0,6400,1000000,30,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,70,540,"['Motor Drive', 'Vital Spirit']"
467,Magmortar,Booburnブーバーン,Blast Pokémon,fire,,1.6,68,75.4,75,83,95,125,67,95,4,0,6400,1000000,30,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,540,"['Flame Body', 'Vital Spirit']"
468,Togekiss,Togekissトゲキッス,Jubilee Pokémon,fairy,flying,1.5,38,88.1,85,80,50,120,95,115,4,0,2560,800000,30,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,70,545,"['Hustle', 'Serene Grace', 'Super Luck']"
469,Yanmega,Megayanmaメガヤンマ,Ogre Darner Pokémon,bug,flying,1.9,51.5,50,86,95,76,116,86,56,4,0,5120,1000000,30,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,515,"['Speed Boost', 'Tinted Lens', 'Frisk']"
470,Leafeon,Leafiaリーフィア,Verdant Pokémon,grass,,1,25.5,88.1,65,95,110,60,130,65,4,0,8960,1000000,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,525,"['Leaf Guard', 'Chlorophyll']"
471,Glaceon,Glaciaグレイシア,Fresh Snow Pokémon,ice,,0.8,25.9,88.1,65,65,60,130,110,95,4,0,8960,1000000,45,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,35,525,"['Snow Cloak', 'Ice Body']"
472,Gliscor,Glionグライオン,Fang Scorp Pokémon,ground,flying,2,42.5,50,75,95,95,45,125,75,4,0,5120,1059860,30,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,70,510,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']"
473,Mamoswine,Mammooマンムー,Twin Tusk Pokémon,ice,ground,2.5,291,50,110,80,130,70,80,60,4,0,5120,1250000,50,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,70,530,"['Oblivious', 'Snow Cloak', 'Thick Fat']"
474,Porygon-Z,Porygon-zポリゴンＺ,Virtual Pokémon,normal,,0.9,34,,85,90,80,135,70,75,4,0,5120,1000000,30,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,535,"['Adaptability', 'Download', 'Analytic']"
475,Gallade,Erureidoエルレイド,Blade Pokémon,psychic,fighting,1.6,52,100,68,110,165,65,95,115,4,0,5120,1250000,45,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,35,618,"['Steadfast', 'Justified']"
476,Probopass,Dainoseダイノーズ,Compass Pokémon,rock,steel,1.4,340,50,60,40,55,75,145,150,4,0,5120,1000000,60,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,70,525,"['Sturdy', 'Magnet Pull', 'Sand Force']"
477,Dusknoir,Yonoirヨノワール,Gripper Pokémon,ghost,,2.2,106.6,50,45,45,100,65,135,135,4,0,6400,800000,45,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,35,525,"['Pressure', 'Frisk']"
478,Froslass,Yukimenokoユキメノコ,Snow Land Pokémon,ice,ghost,1.3,26.6,0,70,110,80,80,70,70,4,0,5120,1000000,75,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,70,480,"['Snow Cloak', 'Cursed Body']"
479,Rotom,Rotomロトム,Plasma Pokémon,electric,ghost,0.3,0.3,,50,86,65,105,107,107,4,0,5120,1000000,45,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,70,520,['Levitate']
480,Uxie,Yuxieユクシー,Knowledge Pokémon,psychic,,0.3,0.3,,75,95,75,75,130,130,4,1,20480,1250000,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,140,580,['Levitate']
481,Mesprit,Emritエムリット,Emotion Pokémon,psychic,,0.3,0.3,,80,80,105,105,105,105,4,1,20480,1250000,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,140,580,['Levitate']
482,Azelf,Agnomeアグノム,Willpower Pokémon,psychic,,0.3,0.3,,75,115,125,125,70,70,4,1,20480,1250000,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,140,580,['Levitate']
483,Dialga,Dialgaディアルガ,Temporal Pokémon,steel,dragon,5.4,683,,100,90,120,150,120,100,4,1,30720,1250000,3,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,0,680,"['Pressure', 'Telepathy']"
484,Palkia,Palkiaパルキア,Spatial Pokémon,water,dragon,4.2,336,,90,100,120,150,100,120,4,1,30720,1250000,3,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,0,680,"['Pressure', 'Telepathy']"
485,Heatran,Heatranヒードラン,Lava Dome Pokémon,fire,steel,1.7,430,50,91,77,90,130,106,106,4,1,2560,1250000,3,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,100,600,"['Flash Fire', 'Flame Body']"
486,Regigigas,Regigigasレジギガス,Colossal Pokémon,normal,,3.7,420,,110,100,160,80,110,110,4,1,30720,1250000,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,670,['Slow Start']
487,Giratina,Giratina (another Forme)ギラティナ,Renegade Pokémon,ghost,dragon,4.5,750,,150,90,120,120,100,100,4,1,30720,1250000,3,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,0,680,"['Pressure', 'Telepathy', 'Levitate']"
488,Cresselia,Cresseliaクレセリア,Lunar Pokémon,psychic,,1.5,85.6,0,120,85,70,75,120,130,4,1,30720,1250000,3,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,100,600,['Levitate']
489,Phione,Phioneフィオネ,Sea Drifter Pokémon,water,,0.4,3.1,,80,80,80,80,80,80,4,0,10240,1250000,30,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,480,['Hydration']
490,Manaphy,Manaphyマナフィ,Seafaring Pokémon,water,,0.3,1.4,,100,100,100,100,100,100,4,1,2560,1250000,3,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,600,['Hydration']
491,Darkrai,Darkraiダークライ,Pitch-Black Pokémon,dark,,1.5,50.5,,70,125,90,135,90,90,4,1,30720,1250000,3,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,0,600,['Bad Dreams']
492,Shaymin,Shaymin (sky Forme)シェイミ,Gratitude Pokémon,grass,grass,0.2,2.1,,100,127,103,120,75,75,4,1,30720,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,600,"['Natural Cure', 'Serene Grace']"
493,Arceus,Arceusアルセウス,Alpha Pokémon,normal,,3.2,320,,120,120,120,120,120,120,4,1,30720,1250000,3,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,720,['Multitype']
494,Victini,Victiniビクティニ,Victory Pokémon,psychic,fire,0.4,4,,100,100,100,100,100,100,5,1,30720,1250000,3,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,600,['Victory Star']
495,Snivy,Tsutarjaツタージャ,Grass Snake Pokémon,grass,,0.6,8.1,88.1,45,63,45,45,55,55,5,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,308,"['Overgrow', 'Contrary']"
496,Servine,Janovyジャノビー,Grass Snake Pokémon,grass,,0.8,16,88.1,60,83,60,60,75,75,5,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,413,"['Overgrow', 'Contrary']"
497,Serperior,Jalordaジャローダ,Regal Pokémon,grass,,3.3,63,88.1,75,113,75,75,95,95,5,0,5120,1059860,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,528,"['Overgrow', 'Contrary']"
498,Tepig,Pokabuポカブ,Fire Pig Pokémon,fire,,0.5,9.9,88.1,65,45,63,45,45,45,5,0,5120,1059860,45,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,70,308,"['Blaze', 'Thick Fat']"
